Date,Target,Naive,Naive (drift),AutoSARIMA,AutoSARIMAX,Exponential Smoothing,Theta,STL,XGBoost,XGBoost (+ X)
2021-09,55.53206350828103,56.4534175836901,56.48001923603697,57.50832309200978,57.66814755382599,57.33887256048784,60.13176487790021,59.78505225696931,57.573685,56.303253
2021-10,53.63638492973495,55.53206350828103,55.55419367134604,55.72494976154944,55.07217607111225,55.88028179032525,60.12930375172661,54.00584357742229,56.872433,54.564995
2021-11,51.20785830910171,53.63638492973495,53.64951129589099,54.03423964714498,53.37260608745987,54.06424686698942,60.12661273164547,54.70137449291954,55.939617,53.895145
2021-12,49.20217139703912,51.20785830910171,51.20957508186154,51.71804323103614,51.464533201425226,51.740705758105626,60.12362077728266,50.610587995803826,55.10095,49.32658
2022-01,50.55434902209853,49.20217139703912,49.1945514084742,49.62352771810372,49.6231159081935,49.663676958279055,60.12040272065506,49.73490132145957,51.44508,49.00173
2022-02,48.23775550454588,50.55434902209853,50.55302439285593,50.27020613321732,50.19083015332245,50.39102898898692,60.11746370858964,48.543084347122786,46.923096,49.12192
2022-03,50.293445045480624,48.23775550454588,48.225761433421674,48.7248708939852,48.86711749577094,48.635328547395765,60.11425728268731,49.7200806442699,49.22891,48.29512
2022-04,46.692979012176615,50.293445045480624,50.290935761567695,49.86075238521496,49.58313829492464,49.985025081752994,60.11142814178568,48.345392227427766,48.197594,49.645306
2022-05,46.9539433811918,46.692979012176615,46.674040702010764,47.451998744424216,47.43534735560294,47.31313756675391,60.10815036402679,49.30616275749899,48.229763,48.882908
2022-06,43.61285485005655,46.9539433811918,46.93627735593131,46.89883970445593,46.99610036591653,47.02114820504732,60.10499087721294,45.05129083114465,46.936295,48.803963
2022-07,43.03849993560002,43.61285485005655,43.58015071390975,44.318477700219624,44.73583250612573,44.24786867373771,60.10143771433884,45.73076448780113,47.480984,45.481388
