,Model,MAPE,RMSE,SMAPE,MAPE Ranking,RMSE Ranking,SMAPE Ranking
0,Naive,0.6043181213549177,0.008752665539940049,0.40266658479836,2,2,2
1,Weighted Ensemble: Simple,0.6043181213549177,0.008752665539940049,0.40266658479836,2,2,2
2,Weighted Ensemble: Inverse RMSE,0.6043181213549177,0.008752665539940049,0.40266658479836,2,2,2
